id,show title,show year,imdb rating,real rating,prime,netflix,disney,hulu
1146,Legend Quest: Masters of Myth,2019,8.2,41,FALSE,TRUE,FALSE,FALSE
1147,Atomic Puppet,2016,5.2,41,FALSE,TRUE,FALSE,FALSE
1148,Strong,2016,7.6,41,FALSE,TRUE,FALSE,FALSE
1149,Take My Brother Away,2018,7,41,FALSE,TRUE,FALSE,FALSE
1150,La Línea: Shadow of Narco,2020,6.4,41,FALSE,TRUE,FALSE,FALSE
1151,Million Dollar Beach House,2020,4.1,41,FALSE,TRUE,FALSE,FALSE
1152,Harvey Street Kids,2018,6.5,41,FALSE,TRUE,FALSE,FALSE
1153,Eugenie Nights - ليالي أوجيني,2018,7.3,41,FALSE,TRUE,FALSE,FALSE
1154,Terrorism Close Calls,2018,5.2,41,FALSE,TRUE,FALSE,FALSE
1155,"Wait, My Youth",2019,8.6,41,FALSE,TRUE,FALSE,FALSE
1156,Tango,2018,7,41,FALSE,TRUE,FALSE,FALSE
1157,Surviving R. Kelly Part II: The Reckoning,2020,7.6,41,FALSE,TRUE,FALSE,FALSE
1158,Love O2O,2016,8,41,FALSE,TRUE,FALSE,FALSE
1159,Stretch Armstrong &amp; the Flex Fighters,2017,6.5,41,FALSE,TRUE,FALSE,FALSE
1160,Andes mágicos,2019,7.8,41,FALSE,TRUE,FALSE,FALSE
1161,COMEDIANS of the world,2019,6.5,41,FALSE,TRUE,FALSE,FALSE
1162,Three Days of Christmas,2019,6.8,41,FALSE,TRUE,FALSE,FALSE
1163,Ainori Love Wagon: African Journey,2020,7.4,41,FALSE,TRUE,FALSE,FALSE
1164,ARASHI's Diary -Voyage-,2019,7.7,41,FALSE,TRUE,FALSE,FALSE
1165,Possessed,2019,6.9,40,FALSE,TRUE,FALSE,FALSE
1166,Littlest Pet Shop: A World of Our Own,2018,6.7,40,FALSE,TRUE,FALSE,FALSE
1167,Serial Killer with Piers Morgan,2017,3.8,40,FALSE,TRUE,FALSE,FALSE
1168,Ainori Love Wagon: Asian Journey,2017,7,40,FALSE,TRUE,FALSE,FALSE
1169,Westside,2018,6.1,40,FALSE,TRUE,FALSE,FALSE
1170,Inside the Freemasons,2017,5.4,40,FALSE,TRUE,FALSE,FALSE
1171,Agent,2019,7.1,40,FALSE,TRUE,FALSE,FALSE
1172,Slobby's World,2017,5.9,40,FALSE,TRUE,FALSE,FALSE
1173,Delhis vackraste händer,2017,7,40,FALSE,TRUE,FALSE,FALSE
1174,Living Undocumented,2019,6.6,40,FALSE,TRUE,FALSE,FALSE
1175,Tijuana,2019,7.1,40,FALSE,TRUE,FALSE,FALSE
1176,Mighty Express,2020,4.8,40,FALSE,TRUE,FALSE,FALSE
1177,StoryBots Super Songs,2016,8.6,40,FALSE,TRUE,FALSE,FALSE
1178,Team Kaylie,2019,4.2,40,FALSE,TRUE,FALSE,FALSE
1179,Kulipari: An Army of Frogs,2016,7,40,FALSE,TRUE,FALSE,FALSE
1180,The Hollywood Masters,2017,7.3,40,FALSE,TRUE,FALSE,FALSE
1181,Home: Adventures with Tip &amp; Oh,2016,6.1,40,FALSE,TRUE,FALSE,FALSE
1182,Follow This,2018,4.9,40,FALSE,TRUE,FALSE,FALSE
1183,On the Real,2016,8.6,40,FALSE,TRUE,FALSE,FALSE
1184,Chip and Potato,2018,6.5,40,FALSE,TRUE,FALSE,FALSE
1185,Oh My Ghost,2018,7.3,40,FALSE,TRUE,FALSE,FALSE
1186,The Platform,2020,6.5,40,FALSE,TRUE,FALSE,FALSE
1187,LEGO Jurassic World: Legend of Isla Nublar,2019,6.8,40,FALSE,TRUE,FALSE,FALSE
1188,The Defected,2019,7.3,40,FALSE,TRUE,FALSE,FALSE
1189,The Unknown Hitman: The Story of El Cholo Adrián,2017,7.1,40,FALSE,TRUE,FALSE,FALSE
1190,LEGO Friends: The Power of Friendship,2016,6.2,40,FALSE,TRUE,FALSE,FALSE
1191,Battlefish,2018,7.2,40,FALSE,TRUE,FALSE,FALSE
1192,Mighty Little Bheem: Kite Festival,2021,5.4,40,FALSE,TRUE,FALSE,FALSE
1193,Bread Barbershop,2020,8.6,40,FALSE,TRUE,FALSE,FALSE
1194,Six Windows in the Desert,2020,4.1,40,FALSE,TRUE,FALSE,FALSE
1195,In Family We Trust,2018,8.1,40,FALSE,TRUE,FALSE,FALSE
1196,Blazing Transfer Students,2017,7.3,40,FALSE,TRUE,FALSE,FALSE
1197,Best.Worst.Weekend.Ever.,2018,6.4,40,FALSE,TRUE,FALSE,FALSE
1198,"Noddy, Toyland Detective",2016,6.9,40,FALSE,TRUE,FALSE,FALSE
1199,Journey of an African Colony,2020,<span,40,FALSE,TRUE,FALSE,FALSE
1200,Age of Glory,2016,7.7,40,FALSE,TRUE,FALSE,FALSE
1201,Empire Games,2018,5.7,39,FALSE,TRUE,FALSE,FALSE
1202,Winsanity,2016,6.1,39,FALSE,TRUE,FALSE,FALSE
1203,21 Again,2019,5.2,39,FALSE,TRUE,FALSE,FALSE
1204,Cleo &amp; Cuquin,2018,7.8,39,FALSE,TRUE,FALSE,FALSE
1205,The Iliza Shlesinger Sketch Show,2020,4.9,39,FALSE,TRUE,FALSE,FALSE
1206,Fire Chasers,2017,6.6,39,FALSE,TRUE,FALSE,FALSE
1207,Nowhere Man,2019,5.6,39,FALSE,TRUE,FALSE,FALSE
1208,Spirit Riding Free: Riding Academy,2020,7.6,39,FALSE,TRUE,FALSE,FALSE
1209,Dino Girl Gauko,2019,6.8,39,FALSE,TRUE,FALSE,FALSE
1210,Monkey Twins,2018,7.9,39,FALSE,TRUE,FALSE,FALSE
1211,Ponysitters Club,2018,7.1,39,FALSE,TRUE,FALSE,FALSE
1212,Oh Yuck!,2017,8.1,39,FALSE,TRUE,FALSE,FALSE
1213,My Husband Won't Fit,2019,6.7,39,FALSE,TRUE,FALSE,FALSE
1214,Flinch,2019,4.3,39,FALSE,TRUE,FALSE,FALSE
1215,Powers Players,2019,6,39,FALSE,TRUE,FALSE,FALSE
1216,The Writer,2019,6.7,39,FALSE,TRUE,FALSE,FALSE
1217,Skin Decision: Before and After,2020,5.8,39,FALSE,TRUE,FALSE,FALSE
1218,Dinotrux: Supercharged,2017,7.2,39,FALSE,TRUE,FALSE,FALSE
1219,Fangbone!,2016,5.6,39,FALSE,TRUE,FALSE,FALSE
1220,Simon,2016,7.2,39,FALSE,TRUE,FALSE,FALSE
1221,The Epic Tales of Captain Underpants in Space,2020,7.2,39,FALSE,TRUE,FALSE,FALSE
1222,revisions,2019,6,38,FALSE,TRUE,FALSE,FALSE
1223,Welcome to the Family,2018,6.7,38,FALSE,TRUE,FALSE,FALSE
1224,The Haunted House,2016,8.4,38,FALSE,TRUE,FALSE,FALSE
1225,Dating Around: Brazil,2020,5.7,38,FALSE,TRUE,FALSE,FALSE
1226,The Good Bandit,2019,7.9,38,FALSE,TRUE,FALSE,FALSE
1227,Pokémon Journeys: The Series,2019,5.8,38,FALSE,TRUE,FALSE,FALSE
1228,My Runway,2016,6.3,38,FALSE,TRUE,FALSE,FALSE
1229,Splash and Bubbles,2016,6.5,38,FALSE,TRUE,FALSE,FALSE
1230,Darr Sabko Lagta Hai,2016,6,38,FALSE,TRUE,FALSE,FALSE
1231,Sakho &amp; Mangane,2019,7,38,FALSE,TRUE,FALSE,FALSE
1232,Miss in Kiss,2016,7.7,38,FALSE,TRUE,FALSE,FALSE
1233,Masha's Tales,2016,<span,38,FALSE,TRUE,FALSE,FALSE
1234,Kulipari: Dream Walker,2018,7.5,38,FALSE,TRUE,FALSE,FALSE
1235,The Degenerates,2018,6.2,38,FALSE,TRUE,FALSE,FALSE
1236,Nasce Uma Rainha,2020,6.1,38,FALSE,TRUE,FALSE,FALSE
1237,The Sound of Your Heart: Reboot,2018,5.7,38,FALSE,TRUE,FALSE,FALSE
1238,Exhibit A,2019,6.2,38,FALSE,TRUE,FALSE,FALSE
1239,Skin Wars: Fresh Paint,2016,6.2,38,FALSE,TRUE,FALSE,FALSE
1240,Queens of Comedy,2017,<span,38,FALSE,TRUE,FALSE,FALSE
1241,Rea(l)ove,2018,6.7,38,FALSE,TRUE,FALSE,FALSE
1242,True Tunes,2019,8.7,38,FALSE,TRUE,FALSE,FALSE
1243,Yummy Mummies,2017,4.1,38,FALSE,TRUE,FALSE,FALSE
1244,Jojo's World,2017,6.9,38,FALSE,TRUE,FALSE,FALSE
1245,My Dear Boy,2017,8,38,FALSE,TRUE,FALSE,FALSE
1246,Dave Chappelle: Equanimity &amp; The Bird Revelation,2017,<span,38,FALSE,TRUE,FALSE,FALSE
1247,Spectros,2020,4.5,38,FALSE,TRUE,FALSE,FALSE
1248,Narcoworld: Dope Stories,2019,6.6,38,FALSE,TRUE,FALSE,FALSE
1249,Luo Bao Bei,2018,8,38,FALSE,TRUE,FALSE,FALSE
1250,Project S The Series,2017,<span,38,FALSE,TRUE,FALSE,FALSE
1251,Treehouse Detectives,2018,7,37,FALSE,TRUE,FALSE,FALSE
1252,Miniforce X,2019,3.3,37,FALSE,TRUE,FALSE,FALSE
1253,YG Future Strategy Office,2018,7.1,37,FALSE,TRUE,FALSE,FALSE
1254,Cooking on High,2018,4.9,37,FALSE,TRUE,FALSE,FALSE
1255,Part-Time Idol,2017,7,37,FALSE,TRUE,FALSE,FALSE
1256,Baby Ballroom,2017,7.8,37,FALSE,TRUE,FALSE,FALSE
1257,Tiny Creatures,2020,4.9,37,FALSE,TRUE,FALSE,FALSE
1258,Puerta 7,2020,5.6,37,FALSE,TRUE,FALSE,FALSE
1259,Glitter Force Doki Doki,2017,<span,37,FALSE,TRUE,FALSE,FALSE
1260,How to Live Mortgage Free with Sarah Beeny,2017,<span,37,FALSE,TRUE,FALSE,FALSE
1261,Crime Time,2018,6.2,37,FALSE,TRUE,FALSE,FALSE
1262,Spy Kids: Mission Critical,2018,4.7,37,FALSE,TRUE,FALSE,FALSE
1263,Black Crows,2018,5.6,37,FALSE,TRUE,FALSE,FALSE
1264,Nailed It! Germany,2020,5.9,37,FALSE,TRUE,FALSE,FALSE
1265,Edha,2018,4.8,37,FALSE,TRUE,FALSE,FALSE
1266,Marching Orders,2018,6,37,FALSE,TRUE,FALSE,FALSE
1267,Blood &amp; Treasures,2016,8,37,FALSE,TRUE,FALSE,FALSE
1268,Chico Bon Bon: Monkey with a Tool Belt,2020,6.7,37,FALSE,TRUE,FALSE,FALSE
1269,Robozuna,2018,6.1,37,FALSE,TRUE,FALSE,FALSE
1270,La Grande Chaumière Violette,2016,8.9,37,FALSE,TRUE,FALSE,FALSE
1271,Baewatch: Parental Guidance,2019,<span,37,FALSE,TRUE,FALSE,FALSE
1272,Pablo,2017,7.5,37,FALSE,TRUE,FALSE,FALSE
1273,Boca Juniors Confidential,2018,6.4,37,FALSE,TRUE,FALSE,FALSE
1274,Sing On! Spain,2020,6.3,37,FALSE,TRUE,FALSE,FALSE
1275,Styling Hollywood,2019,7.3,37,FALSE,TRUE,FALSE,FALSE
1276,Absurd Planet,2020,3.9,37,FALSE,TRUE,FALSE,FALSE
1277,Wassup Man GO!,2020,<span,37,FALSE,TRUE,FALSE,FALSE
1278,"Three Wives, One Husband",2018,6.5,37,FALSE,TRUE,FALSE,FALSE
1279,Check The Store Next Door: The Next Chapter,2018,7.9,36,FALSE,TRUE,FALSE,FALSE
1280,Iron Ladies,2018,6,36,FALSE,TRUE,FALSE,FALSE
1281,Rhyme Time Town Singalongs,2020,8,36,FALSE,TRUE,FALSE,FALSE
1282,The Underclass,2020,6.1,36,FALSE,TRUE,FALSE,FALSE
1283,Lego Bionicle: The Journey to One,2016,5.5,36,FALSE,TRUE,FALSE,FALSE
1284,Leo &amp; Tig,2017,7.1,36,FALSE,TRUE,FALSE,FALSE
1285,A Thousand Goodnights,2019,<span,36,FALSE,TRUE,FALSE,FALSE
1286,LEGO Jurassic World: The Secret Exhibit,2018,6.3,36,FALSE,TRUE,FALSE,FALSE
1287,Happy Jail,2019,8,36,FALSE,TRUE,FALSE,FALSE
1288,Bangkok Love Stories 2: Plead,2019,7.4,36,FALSE,TRUE,FALSE,FALSE
1289,Scams,2019,6.4,36,FALSE,TRUE,FALSE,FALSE
1290,Single Ladies Senior,2018,<span,36,FALSE,TRUE,FALSE,FALSE
1291,The Charming Stepmom,2019,<span,36,FALSE,TRUE,FALSE,FALSE
1292,The Miracle,2016,6.4,36,FALSE,TRUE,FALSE,FALSE
1293,I'm with the Band: Nasty Cherry,2019,6.6,36,FALSE,TRUE,FALSE,FALSE
1294,Vai Anitta,2018,5.4,36,FALSE,TRUE,FALSE,FALSE
1295,Edgar Rice Burroughs' Tarzan and Jane,2017,4.7,36,FALSE,TRUE,FALSE,FALSE
1296,Beyblade Burst Rise,2020,7.9,36,FALSE,TRUE,FALSE,FALSE
1297,DeMarcus Family Rules,2020,6.3,36,FALSE,TRUE,FALSE,FALSE
1298,Anjaan: Rural Myths,2018,6.1,36,FALSE,TRUE,FALSE,FALSE
1299,Little Singham,2018,3.8,36,FALSE,TRUE,FALSE,FALSE
1300,Valentino,2020,5.5,36,FALSE,TRUE,FALSE,FALSE
1301,Daughters of Destiny,2017,<span,36,FALSE,TRUE,FALSE,FALSE
1302,Ladies Up,2020,4.4,36,FALSE,TRUE,FALSE,FALSE
1303,That's What Happened,2019,8,36,FALSE,TRUE,FALSE,FALSE
1304,Justice,2019,5,36,FALSE,TRUE,FALSE,FALSE
1305,The Goop Lab,2020,2.5,36,FALSE,TRUE,FALSE,FALSE
1306,Buddi,2020,7.1,36,FALSE,TRUE,FALSE,FALSE
1307,Dennis &amp; Gnasher Unleashed!,2017,7.4,35,FALSE,TRUE,FALSE,FALSE
1308,Hong Kong West Side Stories,2019,7.5,35,FALSE,TRUE,FALSE,FALSE
1309,J-Style Trip,2020,5.5,35,FALSE,TRUE,FALSE,FALSE
1310,Extreme Engagement,2019,5.6,35,FALSE,TRUE,FALSE,FALSE
1311,Hook,2020,7.2,35,FALSE,TRUE,FALSE,FALSE
1312,True: Terrific Tales,2020,6.1,35,FALSE,TRUE,FALSE,FALSE
1313,Miss Culinary,2019,<span,35,FALSE,TRUE,FALSE,FALSE
1314,I Have a Script,2019,<span,35,FALSE,TRUE,FALSE,FALSE
1315,Rhyme Time Town,2020,7.7,35,FALSE,TRUE,FALSE,FALSE
1316,The Could’ve-Gone-All-the-Way Committee,2018,6.7,35,FALSE,TRUE,FALSE,FALSE
1317,The Single Wives,2018,7,35,FALSE,TRUE,FALSE,FALSE
1318,Droppin' Cash: Los Angeles,2018,3.5,35,FALSE,TRUE,FALSE,FALSE
1319,Chasing Cameron,2016,3.7,35,FALSE,TRUE,FALSE,FALSE
1320,Love At Seventeen,2016,6.4,35,FALSE,TRUE,FALSE,FALSE
1321,Wrong Kind of Black,2018,7.6,35,FALSE,TRUE,FALSE,FALSE
1322,Bangkok Love Stories: Objects of Affection,2019,6.3,35,FALSE,TRUE,FALSE,FALSE
1323,Nailed It! France,2019,6.4,34,FALSE,TRUE,FALSE,FALSE
1324,"Crazy, Lovely, Cool",2018,8.1,34,FALSE,TRUE,FALSE,FALSE
1325,My Dear Warrior,2019,3.8,34,FALSE,TRUE,FALSE,FALSE
1326,See You in Time,2017,7.2,34,FALSE,TRUE,FALSE,FALSE
1327,Z4,2018,<span,34,FALSE,TRUE,FALSE,FALSE
1328,28 Faces of the Moon,2016,5.9,34,FALSE,TRUE,FALSE,FALSE
1329,Nailed It! Spain,2019,5.6,34,FALSE,TRUE,FALSE,FALSE
1330,Borges Importadora,2018,5.9,34,FALSE,TRUE,FALSE,FALSE
1331,Towies,2018,<span,34,FALSE,TRUE,FALSE,FALSE
1332,Pinky Malinky,2019,5.7,34,FALSE,TRUE,FALSE,FALSE
1333,LEGO Elves,2017,6.7,34,FALSE,TRUE,FALSE,FALSE
1334,P. King Duckling,2018,5.8,34,FALSE,TRUE,FALSE,FALSE
1335,Afronta! Facing It!,2017,7.8,34,FALSE,TRUE,FALSE,FALSE
1336,Luna Petunia,2016,6.4,34,FALSE,TRUE,FALSE,FALSE
1337,Kiss: The Series,2016,7.1,34,FALSE,TRUE,FALSE,FALSE
1338,Cairo Class,2019,<span,34,FALSE,TRUE,FALSE,FALSE
1339,Gormiti,2018,6.1,34,FALSE,TRUE,FALSE,FALSE
1340,Camarón Revolution,2018,<span,34,FALSE,TRUE,FALSE,FALSE
1341,Tayee,2018,8,34,FALSE,TRUE,FALSE,FALSE
1342,The Unremarkable Juanquini,2020,4.4,34,FALSE,TRUE,FALSE,FALSE
1343,Bangkok Buddies,2019,7.6,34,FALSE,TRUE,FALSE,FALSE
1344,Spark,2016,7,34,FALSE,TRUE,FALSE,FALSE
1345,Sleepless Society: Insomnia,2019,7.5,34,FALSE,TRUE,FALSE,FALSE
1346,Emogenius,2017,4.1,34,FALSE,TRUE,FALSE,FALSE
1347,YooHoo to the Rescue,2019,6.8,34,FALSE,TRUE,FALSE,FALSE
1348,Green Door,2019,6.2,34,FALSE,TRUE,FALSE,FALSE
1349,Singapore Social,2019,5,33,FALSE,TRUE,FALSE,FALSE
1350,Felipe Esparza: Bad Decisions,2020,4.9,33,FALSE,TRUE,FALSE,FALSE
1351,Lion Pride,2017,7.5,33,FALSE,TRUE,FALSE,FALSE
1352,Jusqu'à l'Aube,2020,2.6,33,FALSE,TRUE,FALSE,FALSE
1353,Love and Hong Kong,2017,<span,33,FALSE,TRUE,FALSE,FALSE
1354,Lovey Dovey,2016,<span,33,FALSE,TRUE,FALSE,FALSE
1355,Stay Tuned!,2019,8,33,FALSE,TRUE,FALSE,FALSE
1356,Eagle of Upper Egypt,2018,<span,33,FALSE,TRUE,FALSE,FALSE
1357,"Heidi, bienvenida a casa",2017,6.8,33,FALSE,TRUE,FALSE,FALSE
1358,What She Put on the Table,2017,<span,33,FALSE,TRUE,FALSE,FALSE
1359,Kid-E-Cats,2017,7.3,33,FALSE,TRUE,FALSE,FALSE
1360,Jimmy: The True Story of a True Idiot,2018,6.7,33,FALSE,TRUE,FALSE,FALSE
1361,Sing On! Germany,2020,5.3,33,FALSE,TRUE,FALSE,FALSE
1362,Life Plan A and B,2017,7.6,32,FALSE,TRUE,FALSE,FALSE
1363,Bookmarks: Celebrating Black Voices,2020,4.7,32,FALSE,TRUE,FALSE,FALSE
1364,Zona Rosa,2019,6,32,FALSE,TRUE,FALSE,FALSE
1365,In The Bosom of a Thorn,2019,7.5,32,FALSE,TRUE,FALSE,FALSE
1366,ID-0,2017,6.1,32,FALSE,TRUE,FALSE,FALSE
1367,The Judgement,2018,7.1,32,FALSE,TRUE,FALSE,FALSE
1368,Love Storm,2016,3.1,32,FALSE,TRUE,FALSE,FALSE
1369,Disappearance,2018,7.2,32,FALSE,TRUE,FALSE,FALSE
1370,Senior Secret Love: My Lil Boy,2016,7,32,FALSE,TRUE,FALSE,FALSE
1371,Tjovitjo,2017,5.9,32,FALSE,TRUE,FALSE,FALSE
1372,Chhota Bheem Kung Fu Dhamaka,2019,5.2,31,FALSE,TRUE,FALSE,FALSE
1373,Morphle,2019,4.2,31,FALSE,TRUE,FALSE,FALSE
1374,No Time for Shame,2019,5.7,31,FALSE,TRUE,FALSE,FALSE
1375,Made in Mexico,2018,4.1,31,FALSE,TRUE,FALSE,FALSE
1376,Mighty Little Bheem: Diwali,2019,7.4,31,FALSE,TRUE,FALSE,FALSE
1377,Stunt Science,2018,5.1,31,FALSE,TRUE,FALSE,FALSE
1378,The Truth Seekers,2016,6.9,31,FALSE,TRUE,FALSE,FALSE
1379,Little Baby Bum: Nursery Rhyme Friends,2016,6.4,31,FALSE,TRUE,FALSE,FALSE
1380,Best Lover,2016,6,31,FALSE,TRUE,FALSE,FALSE
1381,Especial Futbol De Primera 20 Años,2020,6.9,31,FALSE,TRUE,FALSE,FALSE
1382,Bottersnikes &amp; Gumbles,2016,5.2,31,FALSE,TRUE,FALSE,FALSE
1383,Lugar de Mulher,2019,4.3,31,FALSE,TRUE,FALSE,FALSE
1384,Top Grier,2016,6,31,FALSE,TRUE,FALSE,FALSE
1385,Word Party Songs,2020,3.2,30,FALSE,TRUE,FALSE,FALSE
1386,Bangkok Love Stories: Hey You!,2018,7,30,FALSE,TRUE,FALSE,FALSE
1387,Ojo's in d' House,2020,5.6,30,FALSE,TRUE,FALSE,FALSE
1388,The 10 Sins,2019,6.9,30,FALSE,TRUE,FALSE,FALSE
1389,ZOIDS WILD,2018,5.7,30,FALSE,TRUE,FALSE,FALSE
1390,Luna Petunia Return to Amazia,2018,4.8,30,FALSE,TRUE,FALSE,FALSE
1391,Candy Online,2019,5.5,29,FALSE,TRUE,FALSE,FALSE
1392,Kibaoh Klashers,2017,6.3,29,FALSE,TRUE,FALSE,FALSE
1393,阳关道,2018,3.1,29,FALSE,TRUE,FALSE,FALSE
1394,Inst@famous,2018,4.1,29,FALSE,TRUE,FALSE,FALSE
1395,Learning Time with Timmy,2018,7.1,29,FALSE,TRUE,FALSE,FALSE
1396,Hogie the Globehopper,2017,7.2,29,FALSE,TRUE,FALSE,FALSE
1397,The Dream Job,2016,6.1,28,FALSE,TRUE,FALSE,FALSE
1398,Bangkok รัก Stories 2 ตอน ไม่เดียงสา,2018,6.7,28,FALSE,TRUE,FALSE,FALSE
1399,Sleepless Society NYCTOPHOBIA,2019,5.7,28,FALSE,TRUE,FALSE,FALSE
1400,Frank Elstner: Just One Last Question,2019,7.7,28,FALSE,TRUE,FALSE,FALSE
1401,My Hotter Half,2017,4.1,28,FALSE,TRUE,FALSE,FALSE
1402,Manhunt: Deadly Games,2020,<span,28,FALSE,TRUE,FALSE,FALSE
1403,Kongsuni and Friends,2017,3.4,28,FALSE,TRUE,FALSE,FALSE
1404,Futmalls.com,2020,<span,28,FALSE,TRUE,FALSE,FALSE
1405,For the Win,2017,5.2,28,FALSE,TRUE,FALSE,FALSE
1406,The Land of Hypocrisy,2018,6.6,28,FALSE,TRUE,FALSE,FALSE
1407,El Señor de los Cielos 5,2017,<span,27,FALSE,TRUE,FALSE,FALSE
1408,Lah,2017,7.3,27,FALSE,TRUE,FALSE,FALSE
1409,Magic Cellphone,2016,3.8,27,FALSE,TRUE,FALSE,FALSE
1410,Gonul,2017,<span,27,FALSE,TRUE,FALSE,FALSE
1411,The Great British Baking Show: Holidays,2016,<span,27,FALSE,TRUE,FALSE,FALSE
1412,Super Bheem,2017,6.2,26,FALSE,TRUE,FALSE,FALSE
1413,Zombie Dumb,2016,6,26,FALSE,TRUE,FALSE,FALSE
1414,La Esclava Blanca,2016,<span,26,FALSE,TRUE,FALSE,FALSE
1415,"Mere Papa, Hero Hiralal",2018,7.8,25,FALSE,TRUE,FALSE,FALSE
1416,Men on a Mission,2018,<span,25,FALSE,TRUE,FALSE,FALSE
1417,CoComelon,2018,<span,24,FALSE,TRUE,FALSE,FALSE
1418,Pucca: Love Recipe,2018,<span,24,FALSE,TRUE,FALSE,FALSE
1419,Devilman Crybaby,2018,<span,23,FALSE,TRUE,FALSE,FALSE
1420,Beyond Stranger Things,2017,<span,22,FALSE,TRUE,FALSE,FALSE
1421,Monkart,2017,<span,21,FALSE,TRUE,FALSE,FALSE
1422,Paul Hollywood's Big Continental Road Trip,2017,<span,21,FALSE,TRUE,FALSE,FALSE
1423,Miniforce,2016,<span,21,FALSE,TRUE,FALSE,FALSE
1424,My Secret Romance,2017,<span,20,FALSE,TRUE,FALSE,FALSE
1425,Sexy Central,2019,<span,20,FALSE,TRUE,FALSE,FALSE
1426,Heart &amp; Soul,2020,<span,20,FALSE,TRUE,FALSE,FALSE
1427,A Perfect Day for Arsenide,2021,<span,20,FALSE,TRUE,FALSE,FALSE
1428,A House of Blocks,2017,<span,20,FALSE,TRUE,FALSE,FALSE
1429,Dragons: Race to the Edge,2016,<span,19,FALSE,TRUE,FALSE,FALSE
1430,Running Man (Animated),2017,<span,19,FALSE,TRUE,FALSE,FALSE
1431,Million Yen Women,2017,<span,18,FALSE,TRUE,FALSE,FALSE
1432,Unlucky Ploy,2020,<span,18,FALSE,TRUE,FALSE,FALSE
1433,The Princess Weiyoung - 锦绣未央,2016,<span,18,FALSE,TRUE,FALSE,FALSE
1434,Click for Murder,2017,<span,18,FALSE,TRUE,FALSE,FALSE
1435,Titipo Titipo,2017,<span,17,FALSE,TRUE,FALSE,FALSE
1436,Sleepless Society: Bedtime Wishes,2019,<span,17,FALSE,TRUE,FALSE,FALSE
1437,Diamond City,2018,<span,17,FALSE,TRUE,FALSE,FALSE
1438,The Confrontation,2018,<span,17,FALSE,TRUE,FALSE,FALSE
1439,Comedy High School,2018,<span,16,FALSE,TRUE,FALSE,FALSE
1440,True: Magical Friends,2018,<span,15,FALSE,TRUE,FALSE,FALSE
1441,Paprika,2018,<span,15,FALSE,TRUE,FALSE,FALSE
1442,Sons of the Caliphate,2016,<span,15,FALSE,TRUE,FALSE,FALSE
1443,True: Wonderful Wishes,2018,<span,15,FALSE,TRUE,FALSE,FALSE
1444,Lovely Love Lie (The Liar and His Lover),2017,<span,15,FALSE,TRUE,FALSE,FALSE
1445,Dance &amp; Sing with True,2018,<span,13,FALSE,TRUE,FALSE,FALSE
1446,Loo Loo Kids: Johny &amp; Friends Musical Adventure,2016,<span,13,FALSE,TRUE,FALSE,FALSE
1447,O-Negative Love Can't Be Designed,2016,<span,13,FALSE,TRUE,FALSE,FALSE
1448,Fukrey Boyzzz,2019,<span,13,FALSE,TRUE,FALSE,FALSE
1449,Hatchimals: Adventures in Hatchtopia,2018,<span,13,FALSE,TRUE,FALSE,FALSE
1450,Stone Age The Legendary Pet,2018,<span,10,FALSE,TRUE,FALSE,FALSE
1451,JingleKids,2019,<span,10,FALSE,TRUE,FALSE,FALSE
1452,Trailer Park Boys: Out of the Park: USA,2017,<span,10,FALSE,TRUE,FALSE,FALSE
1453,Kongsuni &amp; Friends,2018,<span,10,FALSE,TRUE,FALSE,FALSE
1454,Under the Black Moonlight,2016,<span,<span,FALSE,TRUE,FALSE,FALSE
1455,My Little Baby,2016,<span,<span,FALSE,TRUE,FALSE,FALSE
1456,The Governor,2016,<span,<span,FALSE,TRUE,FALSE,FALSE
1457,Argon,2017,<span,<span,FALSE,TRUE,FALSE,FALSE
1458,Bangkok Bachelors,2019,<span,<span,FALSE,TRUE,FALSE,FALSE
1459,Voice (OCN),2017,<span,<span,FALSE,TRUE,FALSE,FALSE
1460,The Underwear,2017,<span,<span,FALSE,TRUE,FALSE,FALSE
1461,The Boys,2019,8.7,92,TRUE,FALSE,FALSE,FALSE
1462,Fleabag,2016,8.7,88,TRUE,FALSE,FALSE,FALSE
1463,Billions,2016,8.4,87,TRUE,FALSE,FALSE,FALSE
1464,The Marvelous Mrs. Maisel,2017,8.7,87,TRUE,FALSE,FALSE,FALSE
1465,The Night Manager,2016,8.1,85,TRUE,FALSE,FALSE,FALSE
1466,Tom Clancy's Jack Ryan,2018,8.1,84,TRUE,FALSE,FALSE,FALSE
1467,Good Omens,2019,8.1,83,TRUE,FALSE,FALSE,FALSE
1468,Counterpart,2017,8.1,83,TRUE,FALSE,FALSE,FALSE
1469,Upload,2020,8,83,TRUE,FALSE,FALSE,FALSE
1470,Wayne,2019,8.4,81,TRUE,FALSE,FALSE,FALSE
1471,The Grand Tour,2016,8.7,80,TRUE,FALSE,FALSE,FALSE
1472,Undone,2019,8.2,79,TRUE,FALSE,FALSE,FALSE
1473,Carnival Row,2019,7.9,79,TRUE,FALSE,FALSE,FALSE
1474,Goliath,2016,8.2,78,TRUE,FALSE,FALSE,FALSE
1475,Hanna,2019,7.5,78,TRUE,FALSE,FALSE,FALSE
1476,Escape at Dannemora,2018,8,77,TRUE,FALSE,FALSE,FALSE
1477,Tell Me Your Secrets,2021,7.4,77,TRUE,FALSE,FALSE,FALSE
1478,City on a Hill,2019,7.5,76,TRUE,FALSE,FALSE,FALSE
